Pokedex Number,Pokemon Name,Classification,Legendary Type,Height,Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Games of Origin,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,Catch Rate,Experience Growth Name,Experience Growth Total,Experience Yield,Base Happiness,Health Base Stat,Attack Base Stat,Defense Base Stat,Special Attack Base Stat,Special Defense Base Stat,Speed Base Stat,Primary Egg Group,Secondary Egg Group,Cycle Count,Pre-Evolution Pokedex Number,Evolution Method,Evolution Details,Original Pokemon,Form Name
492,Shaymin,Gratitude Pokemon,Mythical,0.2,2.1,Grass,,Natural Cure,All status conditions heal when the Pokemon switches out.,,,,,0,0,Diamond / Pearl,3,0,0,0,0,0,45,Medium Slow,1059860,270,100,100,100,100,100,100,100,Undiscovered,,120,,,,,
333,Swablu,Cotton Bird Pokemon,,0.4,1.2,Normal,Flying,Natural Cure,All status conditions heal when the Pokemon switches out.,,,Cloud Nine,Eliminates the effects of weather.,50,50,Ruby / Sapphire,0,0,0,0,1,0,255,Erratic,600000,62,70,45,40,60,40,75,50,Flying,Dragon,20,,,,,
334,Altaria,Humming Pokemon,,1.1,20.6,Dragon,Flying,Natural Cure,All status conditions heal when the Pokemon switches out.,,,Cloud Nine,Eliminates the effects of weather.,50,50,Ruby / Sapphire,0,0,0,0,2,0,45,Erratic,600000,172,70,75,70,90,70,105,80,Flying,Dragon,20,333,Level Up,Level 35,,
440,Happiny,Playhouse Pokemon,,0.6,24.4,Normal,,Natural Cure,All status conditions heal when the Pokemon switches out.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Friend Guard,Reduces damage done to allies.,0,100,Diamond / Pearl,1,0,0,0,0,0,130,Fast,800000,110,140,100,5,5,15,65,30,Undiscovered,,40,,,,,
113,Chansey,Egg Pokemon,,1.1,34.6,Normal,,Natural Cure,All status conditions heal when the Pokemon switches out.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Healer,Sometimes heals an ally's status condition.,0,100,Red / Blue / Yellow,2,0,0,0,0,0,30,Fast,800000,395,140,250,5,5,35,105,50,Fairy,,40,440,Level Up,Holding An Oval Stone During The Day,,
242,Blissey,Happiness Pokemon,,1.5,46.8,Normal,,Natural Cure,All status conditions heal when the Pokemon switches out.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Healer,Sometimes heals an ally's status condition.,0,100,Gold / Silver / Crystal,3,0,0,0,0,0,30,Fast,800000,608,140,255,10,10,75,135,55,Fairy,,40,113,Level Up With High Friendship,,,
708,Phantump,Stump Pokemon,,0.4,7,Ghost,Grass,Natural Cure,All status conditions heal when the Pokemon switches out.,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Harvest,May create another Berry after one is used.,50,50,X / Y,0,1,0,0,0,0,120,Medium Fast,1000000,62,70,43,70,48,50,60,38,Grass,Amorphous,20,,,,,
709,Trevenant,Elder Tree Pokemon,,1.5,71,Ghost,Grass,Natural Cure,All status conditions heal when the Pokemon switches out.,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Harvest,May create another Berry after one is used.,50,50,X / Y,0,2,0,0,0,0,60,Medium Fast,1000000,166,70,85,110,76,65,82,56,Grass,Amorphous,20,708,Trade,,,
315,Roselia,Thorn Pokemon,,0.3,2,Grass,Poison,Natural Cure,All status conditions heal when the Pokemon switches out.,Poison Point,Contact with the Pokemon may poison the attacker.,Leaf Guard,Prevents status conditions in harsh sunlight.,50,50,Ruby / Sapphire,0,0,0,2,0,0,150,Medium Slow,1059860,140,70,50,60,45,100,80,65,Fairy,Grass,20,406,Level Up With High Friendship,During The Day,,
406,Budew,Bud Pokemon,,0.2,1.2,Grass,Poison,Natural Cure,All status conditions heal when the Pokemon switches out.,Poison Point,Contact with the Pokemon may poison the attacker.,Leaf Guard,Prevents status conditions in harsh sunlight.,50,50,Diamond / Pearl,0,0,0,1,0,0,255,Medium Slow,1059860,56,70,40,30,35,50,70,55,Undiscovered,,20,,,,,
407,Roserade,Bouquet Pokemon,,0.9,14.5,Grass,Poison,Natural Cure,All status conditions heal when the Pokemon switches out.,Poison Point,Contact with the Pokemon may poison the attacker.,Technician,Powers up the Pokemon's weaker moves.,50,50,Diamond / Pearl,0,0,0,3,0,0,75,Medium Slow,1059860,232,70,60,70,65,125,105,90,Fairy,Grass,20,315,Evolutionary Stone,Shiny Stone,,
716,Xerneas,Life Pokemon,Legendary,3,215,Fairy,,Fairy Aura,Powers up each Pokemon's Fairy-type moves.,,,,,0,0,X / Y,3,0,0,0,0,0,45,Slow,1250000,306,0,126,131,95,131,98,99,Undiscovered,,120,,,,,
717,Yveltal,Destruction Pokemon,Legendary,5.8,203,Dark,Flying,Dark Aura,Powers up each Pokemon's Dark-type moves.,,,,,0,0,X / Y,3,0,0,0,0,0,45,Slow,1250000,306,0,126,131,95,131,98,99,Undiscovered,,120,,,,,
718,Zygarde,Order Pokemon,Legendary,5,305,Dragon,Ground,Aura Break,"The effects of Aura"" Abilities are reversed to lower the power of affected moves.""",Power Construct,Other Cells gather to aid when its HP becomes half or less. Then the Pokemon changes its form to Complete Forme.,,,0,0,X / Y,3,0,0,0,0,0,3,Slow,1250000,270,0,108,100,121,81,95,95,Undiscovered,,120,,,,,
719,Diancie,Jewel Pokemon,Mythical,0.7,8.8,Rock,Fairy,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,,,,,0,0,X / Y,0,0,1,0,2,0,3,Slow,1250000,270,70,50,100,150,100,150,50,Undiscovered,,25,,,,,
377,Regirock,Rock Peak Pokemon,Legendary,1.7,230,Rock,,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,,,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",0,0,Ruby / Sapphire,0,0,3,0,0,0,3,Slow,1250000,261,35,80,100,200,50,100,50,Undiscovered,,80,,,,,
703,Carbink,Jewel Pokemon,,0.3,5.7,Rock,Fairy,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,,,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",0,0,X / Y,0,0,1,0,1,0,60,Slow,1250000,100,70,50,50,150,50,150,50,Fairy,Mineral,25,,,,,
378,Regice,Iceberg Pokemon,Legendary,1.8,175,Ice,,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,,,Ice Body,The Pokemon gradually regains HP in a hailstorm.,0,0,Ruby / Sapphire,0,0,0,0,3,0,3,Slow,1250000,261,35,80,50,100,100,200,50,Undiscovered,,80,,,,,
374,Beldum,Iron Ball Pokemon,,0.6,95.2,Steel,Psychic,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,,,Light Metal,Halves the Pokemon's weight.,100,0,Ruby / Sapphire,0,0,1,0,0,0,3,Slow,1250000,60,35,40,55,80,35,60,30,Mineral,,40,,,,,
375,Metang,Iron Claw Pokemon,,1.2,202.5,Steel,Psychic,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,,,Light Metal,Halves the Pokemon's weight.,100,0,Ruby / Sapphire,0,0,2,0,0,0,3,Slow,1250000,147,35,60,75,100,55,80,50,Mineral,,40,374,Level Up,Level 20,,
376,Metagross,Iron Leg Pokemon,,1.6,550,Steel,Psychic,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,,,Light Metal,Halves the Pokemon's weight.,100,0,Ruby / Sapphire,0,0,3,0,0,0,3,Slow,1250000,270,35,80,135,130,95,90,70,Mineral,,40,375,Level Up,Level 45,,
379,Registeel,Iron Pokemon,Legendary,1.9,205,Steel,,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,,,Light Metal,Halves the Pokemon's weight.,0,0,Ruby / Sapphire,0,0,2,0,1,0,3,Slow,1250000,261,35,80,75,150,75,150,50,Undiscovered,,80,,,,,
72,Tentacool,Jellyfish Pokemon,,0.9,45.5,Water,Poison,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,Liquid Ooze,"Oozed liquid has strong stench, which damages attackers using any draining move.",Rain Dish,The Pokemon gradually regains HP in rain.,50,50,Red / Blue / Yellow,0,0,0,0,1,0,190,Slow,1250000,67,70,40,40,35,50,100,70,Water 3,,20,,,,,
73,Tentacruel,Jellyfish Pokemon,,1.6,55,Water,Poison,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,Liquid Ooze,"Oozed liquid has strong stench, which damages attackers using any draining move.",Rain Dish,The Pokemon gradually regains HP in rain.,50,50,Red / Blue / Yellow,0,0,0,0,2,0,60,Slow,1250000,180,70,80,70,65,80,120,100,Water 3,,20,72,Level Up,Level 30,,
721,Volcanion,Steam Pokemon,Mythical,1.7,195,Fire,Water,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",,,,,0,0,X / Y,0,0,0,3,0,0,3,Slow,1250000,270,100,80,110,120,130,90,70,Undiscovered,,120,,,,,
134,Vaporeon,Bubble Jet Pokemon,,1,29,Water,,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",,,Hydration,Heals status conditions if it's raining.,87.5,12.5,Red / Blue / Yellow,2,0,0,0,0,0,45,Medium Fast,1000000,184,70,130,65,60,110,95,65,Field,,35,133,Evolutionary Stone,Water Stone,,
556,Maractus,Cactus Pokemon,,1,28,Grass,,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,,,50,50,Black / White,0,0,0,2,0,0,255,Medium Fast,1000000,161,70,75,86,67,106,67,60,Grass,,20,,,,,
60,Poliwag,Tadpole Pokemon,,0.6,12.4,Water,,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,Swift Swim,Boosts the Pokemon's Speed stat in rain.,50,50,Red / Blue / Yellow,0,0,0,0,0,1,255,Medium Slow,1059860,60,70,40,50,40,40,40,90,Water 1,,20,,,,,
61,Poliwhirl,Tadpole Pokemon,,1,20,Water,,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,Swift Swim,Boosts the Pokemon's Speed stat in rain.,50,50,Red / Blue / Yellow,0,0,0,0,0,2,120,Medium Slow,1059860,135,70,65,65,65,50,50,90,Water 1,,20,60,Level Up,Level 25,,
62,Poliwrath,Tadpole Pokemon,,1.3,54,Water,Fighting,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,Swift Swim,Boosts the Pokemon's Speed stat in rain.,50,50,Red / Blue / Yellow,0,0,3,0,0,0,45,Medium Slow,1059860,230,70,90,85,95,70,90,70,Water 1,,20,61,Evolutionary Stone,Water Stone,,
186,Politoed,Frog Pokemon,,1.1,33.9,Water,,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,Drizzle,The Pokemon makes it rain when it enters a battle.,50,50,Gold / Silver / Crystal,0,0,0,0,3,0,45,Medium Slow,1059860,225,70,90,75,75,90,100,70,Water 1,,20,61,Trade,King's Rock,,
131,Lapras,Transport Pokemon,,2.5,220,Water,Ice,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",Shell Armor,A hard shell protects the Pokemon from critical hits.,Hydration,Heals status conditions if it's raining.,50,50,Red / Blue / Yellow,2,0,0,0,0,0,45,Slow,1250000,187,70,130,85,80,85,95,60,Monster,Water 1,40,,,,,
592,Frillish,Floating Pokemon,,1.2,33,Water,Ghost,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",Cursed Body,May disable a move used on the Pokemon.,Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,50,50,Black / White,0,0,0,0,1,0,190,Medium Fast,1000000,67,70,55,40,50,65,85,40,Amorphous,,20,,,,,
593,Jellicent,Floating Pokemon,,2.2,135,Water,Ghost,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",Cursed Body,May disable a move used on the Pokemon.,Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,50,50,Black / White,0,0,0,0,2,0,60,Medium Fast,1000000,168,70,100,60,70,85,105,60,Amorphous,,20,592,Level Up,Level 40,,
109,Koffing,Poison Gas Pokemon,,0.6,1,Poison,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Red / Blue / Yellow,0,0,1,0,0,0,190,Medium Fast,1000000,68,70,40,65,95,60,45,35,Amorphous,,20,,,,,
110,Weezing,Poison Gas Pokemon,,1.2,9.5,Poison,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Red / Blue / Yellow,0,0,2,0,0,0,60,Medium Fast,1000000,172,70,65,90,120,85,70,60,Amorphous,,20,109,Level Up,Level 35,,
200,Misdreavus,Screech Pokemon,,0.7,1,Ghost,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Gold / Silver / Crystal,0,0,0,0,1,0,45,Fast,800000,87,35,60,60,60,85,85,85,Amorphous,,25,,,,,
201,Unown,Symbol Pokemon,,0.5,5,Psychic,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,0,0,Gold / Silver / Crystal,0,1,0,1,0,0,225,Medium Fast,1000000,118,70,48,72,48,72,48,48,Undiscovered,,40,,,,,
329,Vibrava,Vibration Pokemon,,1.1,15.3,Ground,Dragon,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Ruby / Sapphire,0,1,0,0,0,1,120,Medium Slow,1059860,119,70,50,70,50,50,50,70,Bug,,20,328,Level Up,Level 35,,
330,Flygon,Mystic Pokemon,,2,82,Ground,Dragon,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Ruby / Sapphire,0,1,0,0,0,2,45,Medium Slow,1059860,234,70,80,100,80,80,80,100,Bug,,20,329,Level Up,Level 45,,
337,Lunatone,Meteorite Pokemon,,1,168,Rock,Psychic,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,0,0,Ruby / Sapphire,0,0,0,2,0,0,45,Fast,800000,161,70,90,55,65,95,85,70,Mineral,,25,,,,,
338,Solrock,Meteorite Pokemon,,1.2,154,Rock,Psychic,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,0,0,Ruby / Sapphire,0,2,0,0,0,0,45,Fast,800000,161,70,90,95,85,55,65,70,Mineral,,25,,,,,
343,Baltoy,Clay Doll Pokemon,,0.5,21.5,Ground,Psychic,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,0,0,Ruby / Sapphire,0,0,0,0,1,0,255,Medium Fast,1000000,60,70,40,40,55,40,70,55,Mineral,,20,,,,,
344,Claydol,Clay Doll Pokemon,,1.5,107.9,Ground,Psychic,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,0,0,Ruby / Sapphire,0,0,0,0,2,0,90,Medium Fast,1000000,175,70,60,70,105,70,120,75,Mineral,,20,343,Level Up,Level 36,,
358,Chimecho,Wind Chime Pokemon,,0.6,1,Psychic,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Ruby / Sapphire,0,0,0,1,1,0,45,Fast,800000,159,70,75,50,80,95,90,65,Amorphous,,25,433,Level Up With High Friendship,At Night,,
380,Latias,Eon Pokemon,Legendary,1.4,40,Dragon,Psychic,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,0,100,Ruby / Sapphire,0,0,0,0,3,0,3,Slow,1250000,270,90,80,80,90,110,130,110,Undiscovered,,120,,,,,
381,Latios,Eon Pokemon,Legendary,2,60,Dragon,Psychic,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,100,0,Ruby / Sapphire,0,0,0,3,0,0,3,Slow,1250000,270,90,80,90,80,130,110,110,Undiscovered,,120,,,,,
429,Mismagius,Magical Pokemon,,0.9,4.4,Ghost,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Diamond / Pearl,0,0,0,1,1,0,45,Fast,800000,173,35,60,60,60,105,105,105,Amorphous,,25,200,Evolutionary Stone,Dusk Stone,,
433,Chingling,Bell Pokemon,,0.2,0.6,Psychic,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Diamond / Pearl,0,0,0,1,0,0,120,Fast,800000,57,70,45,30,50,65,50,45,Undiscovered,,25,,,,,
455,Carnivine,Bug Catcher Pokemon,,1.4,27,Grass,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Diamond / Pearl,0,2,0,0,0,0,200,Slow,1250000,159,70,74,100,72,90,72,46,Grass,,25,,,,,
479,Rotom,Plasma Pokemon,,0.3,0.3,Electric,Ghost,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,0,0,Diamond / Pearl,0,0,0,1,0,1,45,Medium Fast,1000000,154,70,50,50,77,95,77,91,Amorphous,,20,,,,,
480,Uxie,Knowledge Pokemon,Legendary,0.3,0.3,Psychic,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,0,0,Diamond / Pearl,0,0,2,0,1,0,3,Slow,1250000,261,140,75,75,130,75,130,95,Undiscovered,,80,,,,,
481,Mesprit,Emotion Pokemon,Legendary,0.3,0.3,Psychic,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,0,0,Diamond / Pearl,0,1,0,1,1,0,3,Slow,1250000,261,140,80,105,105,105,105,80,Undiscovered,,80,,,,,
482,Azelf,Willpower Pokemon,Legendary,0.3,0.3,Psychic,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,0,0,Diamond / Pearl,0,2,0,1,0,0,3,Slow,1250000,261,140,75,125,70,125,70,115,Undiscovered,,80,,,,,
488,Cresselia,Lunar Pokemon,Legendary,1.5,85.6,Psychic,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,0,0,Diamond / Pearl,0,0,0,0,3,0,3,Slow,1250000,270,100,120,70,120,75,130,85,Undiscovered,,120,,,,,
602,Tynamo,EleFish Pokemon,,0.2,0.3,Electric,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Black / White,0,0,0,0,0,1,190,Slow,1250000,55,70,35,55,40,45,40,60,Amorphous,,20,,,,,
603,Eelektrik,EleFish Pokemon,,1.2,22,Electric,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Black / White,0,2,0,0,0,0,60,Slow,1250000,142,70,65,85,70,75,70,40,Amorphous,,20,602,Level Up,Level 39,,
604,Eelektross,EleFish Pokemon,,2.1,80.5,Electric,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Black / White,0,3,0,0,0,0,30,Slow,1250000,232,70,85,115,80,105,80,50,Amorphous,,20,603,Evolutionary Stone,Thunder Stone,,
615,Cryogonal,Crystallizing Pokemon,,1.1,148,Ice,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,0,0,Black / White,0,0,0,0,2,0,25,Medium Fast,1000000,180,70,80,50,50,95,135,105,Mineral,,25,,,,,
635,Hydreigon,Brutal Pokemon,,1.8,160,Dark,Dragon,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Black / White,0,0,0,3,0,0,45,Slow,1250000,270,35,92,105,90,125,90,98,Dragon,,40,634,Level Up,Level 64,,
738,Vikavolt,Stag Beetle Pokemon,,1.5,45,Bug,Electric,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Sun / Moon,0,0,0,3,0,0,45,Medium Fast,1000000,225,70,77,70,90,145,75,43,Bug,,15,737,Level Up,In A Special Magnetic Field,,
92,Gastly,Gas Pokemon,,1.3,0.1,Ghost,Poison,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Red / Blue / Yellow,0,0,0,1,0,0,190,Medium Slow,1059860,62,70,30,35,30,100,35,80,Amorphous,,20,,,,,
93,Haunter,Gas Pokemon,,1.6,0.1,Ghost,Poison,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,50,Red / Blue / Yellow,0,0,0,2,0,0,90,Medium Slow,1059860,142,70,45,50,45,115,55,95,Amorphous,,20,92,Level Up,Level 25,,
355,Duskull,Requiem Pokemon,,0.8,15,Ghost,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",50,50,Ruby / Sapphire,0,0,0,0,1,0,190,Fast,800000,59,35,20,40,90,30,90,25,Amorphous,,25,,,,,
436,Bronzor,Bronze Pokemon,,0.5,60.5,Steel,Psychic,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",Heatproof,The heatproof body of the Pokemon halves the damage from Fire-type moves that hit it.,Heavy Metal,Doubles the Pokemon's weight.,0,0,Diamond / Pearl,0,0,1,0,0,0,255,Medium Fast,1000000,60,70,57,24,86,24,86,23,Mineral,,20,,,,,
